DISTRICT,DZCAMPUS,DA00A001S15R,DB00A001S15R,DW00A001S15R,DH00A001S15R,DI00A001S15R,D200A001S15R,D300A001S15R,D400A001S15R,DE00A001S15R,DA00AR01S15R,DA00AM01S15R,DA00AC01S15R,DA00AS01S15R,DA00AW01S15R,DA0AT14R,DA0912DR14R,DAGC4X14R,DAGC5X13R,DA0GH14N,DA0CC14R,DA0CT14R,DA0CSA14R,DA0CAA14R,DA0GR14N,DPSTTOFC,DPSATOFC,DPSTURNR,DPSTEXPA,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSAKIDR,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTSPFP,DPSTGOFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTO2FP,DPST05FP,DPSTADFP,DPSTKIDR,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPETALLC,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DZRVLOCP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DISTNAME,REGION,DZRATING,DZCNTYNM,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
011901,15,71,64,84,64,79,74,84,-1,63,72,78,70,75,57,95.2,1.5,91.8,94.4,428,21.2,53.8,1388,20,569,665.7,1124.7,20.1,11.4,59.2,10.8,3.2,1.3,12.5,13,29,8.8,53,3.3,11.2,12.3,11.5,8.7,5.1,73.3,18.9,2.8,36.1,25.5,14.9,48385,54112,75286,99382,9905,30.7,5.6,60.1,0.4,0.5,0.1,2.6,67,22.8,10.7,23.3,20.9,7.1,284058,1.461,100297947,10507,43.6,11.8,11788264,0,99784876,84191963,8820,57.6,48481244,5079,45,22.1,13.6,7.7,2.9,4.1,2,0,0.7,1.9,44.6,4.9,5,10.1,22.4,BASTROP ISD,13,Met Standard,011 BASTROP,"5,000 to 9,999",Independent Town,"$267,621 to < $285,930",$1.3690 and over
011902,7,67,59,80,63,-1,71,52,-1,61,69,75,64,63,58,95.2,1.3,86,93.1,225,19.4,53.8,1405,20.1,249,269.4,554.4,26.9,9.8,48.6,9.3,2.2,1.5,10.8,27.5,41.3,7.7,76,4.8,6.6,2.6,9.3,0.7,6.4,73.4,19.8,0.4,43.6,19.2,15.8,48130,57908,68385,102340,4258,25.5,13.3,58.2,0.2,0.4,0.1,2.4,72.9,20.9,8.9,30.1,21.8,8.3,208430,1.54,44967555,10763,56.9,9.5,14422712,0,43198857,36233844,8673,53.9,19537060,4676,61.2,16.3,6.6,1,4.4,0.6,4.1,1.9,2,1.9,33.5,8.1,5.3,11.6,21.1,ELGIN ISD,13,Met Standard,011 BASTROP,"3,000 to 4,999",Non-metropolitan Stable,"$180,893 to < $213,468",$1.3690 and over
011904,4,74,63,80,66,-1,63,77,-1,66,76,81,78,76,57,95.8,1,93.8,97.4,94,22.2,40.6,1437,19.8,133,133.5,251.7,25.6,11.7,53,8.6,2.6,1.2,11.2,23.4,18.7,7,83.1,3.6,0.6,0.8,9.3,2.6,7,87,3,3,37.3,22.9,13.2,46003,49714,71339,95393,1758,58.1,7.5,29.9,0.3,0.5,0.1,3.7,57.1,4.8,7.8,23.2,4.7,7.1,316450,1.4,19207265,10677,42.2,10.1,4400186,0,17719499,15859870,8816,53.5,8484714,4716,57.3,22.3,7.1,0.8,3.6,0.4,3.8,1.7,1.6,1.5,47.7,7,5.6,11.8,22.1,SMITHVILLE ISD,13,Met Standard,011 BASTROP,"1,600 to 2,999",Non-metropolitan Stable,"$307,766 to < $322,342",$1.3690 and over
011905,1,72,-1,76,68,,,,,69,81,,60,70,55,97.2,,,,,,,,,,17,35.8,17.1,14.1,47.4,5.6,2.8,2.8,16.7,24.7,22,5.7,88.2,0,0,5.9,5.9,0,5.9,88.2,5.9,0,23.5,17.6,12.1,42880,56655,62000,80000,206,47.1,0.5,52.4,0,0,0,0,68.9,28.2,10.2,0,26.7,3.9,345032,1.109,2384878,11357,51.4,11.3,874129,0,2412725,2283254,10873,57.1,1303020,6205,66.6,10,16.9,1.8,0,0.5,0.3,0,2.1,1.7,37.2,13.1,4.1,9.2,16.6,MCDADE ISD,13,Met Standard,011 BASTROP,Under 500,Rural,"$332,093 to < $369,248",Under $1.1398
012901,3,83,75,85,79,75,40,-1,,73,85,87,80,74,82,96.8,0.6,100,100,21,28.6,51.9,-1,21.3,27,52.7,91.3,33.6,14.6,57.7,6.7,3.3,2.1,10.9,19.4,7.6,6.5,81.5,10.9,0,3.2,4.4,0,1.9,94.3,3.8,0,24.7,12.8,11.2,42866,48130,67667,102244,593,74.5,2.2,19.4,0.5,0.2,0,3.2,52.8,0.3,10.6,26,0.3,3,272513,1.04,6480331,11369,62.9,6.9,2978297,0,6604739,6303396,11059,54.5,3436509,6029,59.4,7.1,15.9,0,8.3,0.2,6.9,0.9,1.3,0,30.2,7.9,5.8,11.6,20.2,SEYMOUR ISD,09,Met Standard,012 BAYLOR,500 to 999,Rural,"$267,621 to < $285,930",Under $1.1398
013801,1,84,100,93,82,,100,71,,80,89,,87,,65,96.2,,,,,,,,,,27.1,72.7,27.4,13.6,37.2,10.5,3.2,3.2,21.6,24.2,47.7,6.2,90.9,0,3.2,1.1,4.2,0.7,0,75.1,21.3,3.7,35.9,17.8,16.6,41801,37862,52887,70113,450,15.1,1.3,79.8,0,2.7,0,1.1,71.8,1.6,5.3,0,1.6,5.1,,,4576370,10545,78.6,17.8,0,259476,4330058,4235594,9759,49.4,2094187,4825,64.8,9.4,25.3,0,0,0.5,0,0,0,0,3.7,15.8,4.5,13.9,16.4,ST MARY'S ACADEMY CHARTER SCHOOL,02,Met Standard,013 BEE,Under 500,Charters,Non-taxing entities,Non-taxing entities
013901,6,64,75,73,62,86,69,80,-1,60,64,56,64,62,70,93.7,3.1,91.1,90.9,191,20,31.7,1485,19.3,221,223.1,491.5,20.5,10.2,45.4,8,2.6,1,13,30,62.3,6.9,83,5.5,0.1,0,10.5,0.9,1.3,55,42.8,0.9,50.5,19,15.2,44445,51190,74393,96506,3396,13,2.6,82.8,0.3,0.4,0.1,0.9,76.1,3,9.2,25.6,2.4,5.3,195378,1.254,33365305,9918,53.7,16.3,10346719,0,35406856,29392519,8737,56.2,16527592,4913,60.2,13,14.1,0.9,4.3,1.2,4.4,0,1.2,0.9,30,6,4.5,13,20.3,BEEVILLE ISD,02,Met Standard,013 BEE,"3,000 to 4,999",Independent Town,"$180,893 to < $213,468",$1.2401 to under $1.3690
013902,1,80,-1,94,78,,,,,80,86,100,75,100,47,97.1,,,,,,,,,,15,27.6,38,7.5,54.4,3.6,2,3.6,18.1,18.1,47.2,6.6,91.4,0,0,6.7,1.9,0,0,73.3,26.7,0,60,20,12.1,39685,46600,65004,88000,182,21.4,2.2,76.4,0,0,0,0,64.8,2.2,8.8,0,3.8,4.9,1131878,1.076,3162616,19284,4.7,5.7,1693684,0,4208228,1746380,10649,52.3,913890,5573,59,16.4,17,0,0,0.2,1.6,0,5.8,0,89.7,11.7,5.5,11.3,19.2,PAWNEE ISD,02,Met Standard,013 BEE,Under 500,Rural,"$666,628 to < $1,678,318",Under $1.1398
013903,2,73,-1,76,70,83,-1,-1,,69,73,88,73,65,62,95.4,1.3,92,100,14,6.3,66.7,1316,18.7,24,32.7,72.3,48.8,10.8,45.2,4.1,2.9,2.8,13.2,31.9,51.3,6,83.3,7.3,0,0,9.4,0,0,67.9,32.1,0,41.1,9.9,13.2,45674,45476,67219,72282,430,33,1.9,63.3,0.7,0.2,0,0.9,55.8,0.7,11.9,41.2,0.7,4,348950,1.04,6063496,13844,40.2,8.5,1227378,0,4993158,4651110,10619,49.2,2289212,5227,52.6,12.4,18.5,0.1,4,0.3,7.9,1.2,2.7,0.4,51.3,11.6,5.4,12.4,21.3,PETTUS ISD,02,Met Standard,013 BEE,Under 500,Rural,"$332,093 to < $369,248",Under $1.1398
013905,3,87,-1,92,85,100,83,100,-1,84,88,93,93,78,84,96.2,0,100,100,52,19.2,42.6,1427,19.7,61,60.9,108.7,31.4,11.8,56,7.7,2.8,3.7,1.8,27.9,59.2,7.4,92.8,0.9,0,0,6.4,0,3.3,52.4,42.7,1.6,31.1,11.5,13.2,45456,39204,75041,78349,802,31.5,1.1,65.5,0.4,0.9,0.2,0.4,51,1.1,10.1,32.7,1,5.2,152094,1.402,9260628,11737,68.6,7.8,309152,0,9200048,8141616,10319,50.2,4082914,5175,53.2,9.6,20.3,0.8,4.7,0.5,8.2,1.6,0,1.2,23.6,8.3,5.3,11.8,24.4,SKIDMORE-TYNAN ISD,02,Met Standard,013 BEE,500 to 999,Rural,"$103,884 to < $153,471",$1.3690 and over
014801,8,38,28,47,36,-1,54,67,-1,36,33,26,42,60,,82.6,17.7,12.8,51.5,8,-1,2.9,-1,,34,74.6,144.8,83.3,6,51.6,11,4.8,2.1,14.2,16.3,34.9,11.6,74.1,13.3,0,0.7,11.9,0,18.2,68,12.4,1.3,59.8,38,22.4,49095,59708,80225,105667,1672,25.5,13.4,58.6,0.7,0.4,0.2,1.3,72.7,0.5,9.7,69.6,0.3,0,,,1343009,10174,88.3,11.4,0,220179,1198864,1198003,9076,55.1,660446,5003,54.9,15.3,25.3,0,4.5,0,0,0,0,0,0.3,13.1,12.9,15.3,3.6,RICHARD MILBURN ALTER HIGH SCHOOL,12,Met Alternative Standard,014 BELL,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
014802,1,59,54,78,66,,-1,,,60,55,35,77,71,,85.5,13,71,57.4,0,,0,,,66,3.9,8.2,0,10.4,47.3,15.9,18.4,6.1,0,12.3,100,8.8,89.4,10.3,0,0,0.4,0,100,0,0,0,48.1,26,18.7,27102,46258,45209,55000,72,19.4,45.8,30.6,0,0,0,4.2,65.3,0,1.4,41.7,0,0,,,739361,8125,93.1,3.4,0,742796,638645,621623,6831,38.1,236734,2601,24.6,52.9,17.5,0,0,0,0,5,0,0,3.5,30.6,16.8,10,4.5,TRANSFORMATIVE CHARTER ACADEMY,12,Met Alternative Standard,014 BELL,Under 500,Charters,Non-taxing entities,Non-taxing entities
014803,5,70,53,72,73,-1,75,69,-1,63,76,85,57,71,60,95.4,0,82.4,100,15,-1,20,-1,,15,58.9,87.9,30.8,3.5,67,0,8,3.2,0,21.9,21.6,10.4,93.2,0,0,0,6.8,0,13.6,79.7,6.7,0,75.8,25.5,15.5,35994,,48189,61057,914,52.1,14.8,26.9,0.7,1.2,0.3,4,50.7,1.2,9.6,0,1.2,0,,,6870550,7763,91.7,6.4,0,0,5286433,5247866,5930,53.7,2819845,3186,57.6,12.7,23.1,0,0,0,0,0,6.7,0,2,7.5,8,17.1,13.6,PRIORITY CHARTER SCHOOLS,12,Met Standard,014 BELL,500 to 999,Charters,Non-taxing entities,Non-taxing entities
014804,5,89,83,90,86,-1,93,90,-1,84,91,81,81,97,87,96.2,0.6,86.9,87.7,50,32.5,72.7,1527,22.6,55,77.6,128.2,20.8,7.8,60.5,9.7,8,3.2,9.7,8.9,20.5,10.3,86,0,0,3.3,10.7,0,3.9,83.3,11.5,1.3,47,23.2,17,46923,49851,52975,76794,1321,68.4,6.1,19.5,0.5,2.4,0,3.1,24,1.1,11.1,2.3,0.8,0,,,11047301,9160,90.6,4.3,0,746176,10597552,9343325,7747,55.9,5225770,4333,60.2,22.3,11.9,0.1,0,0,3.8,1.7,0,0,5.2,12.2,7.3,13.9,10.7,ORENDA CHARTER SCHOOL,12,Met Standard,014 BELL,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
014901,3,85,65,88,77,87,87,88,,79,85,88,84,84,85,96.5,1,95.2,100,53,25.6,53.8,1462,21.6,80,89.9,168.4,14.9,16.4,53.4,4.1,2.6,1.6,15.9,22.4,9.3,8.1,87.7,4.8,0.1,2.2,5.1,0,0,91.7,4.4,3.8,18.8,5.6,15.1,47211,56471,77009,90556,1361,69.7,3.2,23,0.7,1.1,0.1,2.3,39.5,4.2,7.1,25.1,4.2,6.7,202844,1.54,12663551,9971,54.3,3.5,2295680,0,14499447,10191273,8025,58.4,5951968,4687,62.1,14.2,11.2,0.2,5,0.7,4.4,1.8,0.5,0,42.2,4.7,6,11.4,19.5,ACADEMY ISD,12,Met Standard,014 BELL,"1,000 to 1,599",Non-metropolitan Fast Growing,"$180,893 to < $213,468",$1.3690 and over
014902,1,60,36,76,58,-1,83,,,55,61,70,60,41,68,95.4,0,92.5,86.8,31,4.5,64.7,-1,16.1,34,32.9,57.5,26.5,10.2,57.3,3.5,3.1,5.2,6.7,24.3,33,6.9,83,9.3,3,1.7,3,0,6.5,81.3,12.1,0,46,21.3,12,39792,37119,75716,71308,395,23.8,9.6,63.5,0.5,0,0,2.5,77,11.1,10.6,34.2,10.9,1.3,229677,1.155,4856561,12295,56.8,17.9,1104993,0,5114588,4608367,11667,50.5,2327591,5893,46.3,8.7,25.2,2.1,6,0.4,8.5,1,1.4,0.3,25.3,7.8,4.3,13.5,23.9,BARTLETT ISD,13,Improvement Required,014 BELL,Under 500,Rural,"$213,468 to < $233,451",$1.1398 to under $1.2401
014903,15,81,73,86,72,75,89,94,92,70,81,86,83,80,73,96.1,0.3,98.4,99.4,490,30.1,59.8,1465,21.6,613,689.6,1496.7,17.5,11,46.1,8.1,2.3,0.8,11.3,31.3,23.7,7,79.5,3.9,2.1,4.7,8.7,1.2,3.4,86.3,8.8,1.5,31.6,16.3,15.2,49117,58197,70466,105129,10488,55.2,6.4,32.1,0.6,1.6,0.2,3.9,45.8,7,10.5,22.4,6.9,8.9,206050,1.45,101678486,9867,56.1,8.8,17901022,0,134460953,83622158,8115,55.6,46527820,4515,64.4,15.1,6.8,1.2,3.9,1.1,3.9,1.4,1.5,0.8,35.1,7,5.3,10.9,21.1,BELTON ISD,12,Met Standard,014 BELL,"10,000 to 24,999",Other Central City Suburban,"$180,893 to < $213,468",$1.3690 and over
014905,3,87,53,92,81,,-1,-1,,80,87,89,92,89,79,96.7,0,100,100,24,12.5,60,1377,18.7,40,54.7,101.2,19.9,14.3,54.1,3.2,1.1,1.1,11.3,29.3,12.1,6.4,83.5,5.7,0,1.5,9,0.3,0,98.2,1.8,0,23.7,16.6,11.9,46287,47750,84499,96228,650,64.8,3.2,30.2,0,0.2,0,1.7,48.2,3.1,8.3,31.4,3.1,5.8,140729,1.26,8394434,13324,56.5,16.4,1556920,0,8082007,7388980,11729,42.6,3147034,4995,45.9,34.5,8.3,0.2,5.2,0.4,3.8,1.1,0.7,0,27.1,18.2,4.7,9.8,24.7,HOLLAND ISD,12,Met Standard,014 BELL,500 to 999,Non-metropolitan Fast Growing,"$103,884 to < $153,471",$1.2401 to under $1.3690
014906,54,76,70,82,76,71,81,87,75,70,77,75,76,76,69,95.3,1.8,89.1,90.1,1336,16.9,53.9,1378,19.6,1954,2775.7,5946,15,10,46.7,8.6,3.3,0.7,13,27.7,44.5,7.2,75.7,2.9,3.6,2,9.8,5.9,16.8,63.6,13.7,5.9,41,23.8,15.3,49751,59149,71112,86528,42581,25.9,33.5,28.6,0.6,2.5,1.7,7.2,57.4,8.6,11.2,17.4,7.6,3.4,153671,1.128,392035289,9484,56.4,22.6,84503633,0,394696113,351130105,8495,58.2,204324945,4943,64.3,15.3,6.8,0.4,2,0.3,2.4,1,6,1.5,21,4.2,5.8,9.7,22.1,KILLEEN ISD,12,Met Standard,014 BELL,"25,000 to 49,999",Other Central City,"$153,471 to < $180,893",Under $1.1398
014907,4,82,75,86,73,-1,88,70,,76,83,88,77,77,87,97.2,0,98.8,98.5,66,30.8,49.4,1491,20.5,79,64.6,121.7,10.4,13.1,53.1,7,4,1.6,11.4,22.9,7.9,7,82.8,6.2,0.2,1.5,7.8,1.4,1.5,95.4,3.1,0,24.8,14.8,13.3,44839,57501,65211,76300,856,68.1,1.9,28.4,0.4,0.7,0,0.6,46.1,4,6.8,34.1,4,8.1,174752,1.325,8851018,10268,65.8,5.7,1748021,0,8620423,7675746,8905,50.2,3853297,4470,62.5,11.6,10,0.5,5.2,0.5,8.2,1.7,0,0,28.5,8.1,6.3,12.7,22.8,ROGERS ISD,12,Met Standard,014 BELL,500 to 999,Rural,"$153,471 to < $180,893",$1.2401 to under $1.3690
014908,5,87,87,91,72,83,94,94,-1,73,88,95,91,83,75,96.6,0.4,99.2,99.1,104,43.8,67.8,1542,22.8,118,100.1,180,17.6,14.5,55.6,4.8,3.1,1.7,9.2,25.7,13.7,8.7,71,5.3,1.6,4.6,6.1,11.5,1,94,4,1,20.8,14.7,15.6,45662,52799,75541,96400,1558,73.6,1.1,21.5,0.6,0.8,0.1,2.3,25.6,7.9,4.9,27.9,7.8,5.1,431892,1.3,13256745,9049,28.1,2.5,3784662,0,12547295,10603140,7238,58,6154135,4201,64.7,9.8,8,0.5,5,0.5,6.9,3.9,0.8,0,69.4,4.3,7,9,21.7,SALADO ISD,12,Met Standard,014 BELL,"1,000 to 1,599",Other Central City Suburban,"$426,008 to < $476,841",$1.2401 to under $1.3690
014909,16,68,59,80,66,81,73,88,69,62,67,81,71,78,55,95,5.1,88.7,87.9,348,31.4,46.6,1458,21.1,485,593.3,1138.3,25.2,10,52.1,10,3.2,1.6,10.4,22.7,28.7,7.6,72.5,3.8,4.3,4.5,9.3,5.7,9.4,80.7,7.2,2.7,40.9,21.2,14.5,46005,53864,67152,90595,8609,27.7,27.6,39.6,0.5,1.7,0.2,2.8,75.7,9.4,8.9,21.9,10.2,8.3,323072,1.36,88282504,10213,35.6,14.2,14849325,0,100767274,73055021,8452,56.6,41379439,4787,61.9,13.8,9.6,0.5,3.3,0.6,3.3,1,4,2.1,50.2,6.8,5.9,10,20.7,TEMPLE ISD,12,Met Standard,014 BELL,"5,000 to 9,999",Other Central City Suburban,"$322,342 to < $332,093",$1.2401 to under $1.3690
014910,4,83,87,85,75,71,88,100,-1,77,85,93,83,79,71,96.2,0,98.8,100,72,28.3,55.4,1411,21.1,83,96.9,191.9,28.5,12.4,50.5,3.9,4,2.1,14.2,25.3,10.3,7.6,84.2,3.5,0.3,3.1,8.2,0.8,0,91.7,7.2,1,28.5,12.7,15.1,43458,58250,65196,83837,1467,71.6,1.3,24.1,0.7,0.4,0.1,1.8,48,2.7,10.4,23.4,2.7,6.2,176867,1.332,13673926,9536,62.7,4.5,864886,0,13158132,11262130,7854,52.2,5881531,4101,61.1,13.5,9.1,0.1,4.6,0.5,5.7,1.4,3.1,0.9,32.8,5.9,6.6,10.5,24.8,TROY ISD,12,Met Standard,014 BELL,"1,000 to 1,599",Non-metropolitan Stable,"$153,471 to < $180,893",$1.2401 to under $1.3690
015801,3,50,33,58,50,,-1,-1,,52,44,39,55,70,,72.9,26.7,38,43.5,34,25,8.5,1324,-1,94,24.3,51.6,57.3,4.3,47.1,15.3,11.3,3.9,5,17.4,77.2,6.8,80.1,6.3,0,0,13.6,0,4.1,32.9,63,0,71.2,23.3,14.5,38660,37079,43445,102500,352,7.7,3.4,87.2,0,0.6,0,1.1,63.6,0.3,9.9,46,0.3,0,,,5043104,16644,45.5,48.7,0,-5986,5002360,4948942,16333,46.7,2310386,7625,76.9,8.3,10,0,3.7,0,1,0,0,0,5.8,12.3,8.8,17.7,14.6,POR VIDA ACADEMY,20,Improvement Required,015 BEXAR,Under 500,Charters,Non-taxing entities,Non-taxing entities
015802,2,69,68,62,69,,-1,-1,,69,66,96,80,50,56,94.3,4.5,84.4,84.2,31,-1,4.3,-1,-1,47,57.4,113,28.4,1.4,50.8,10.3,1,3.5,0,34.3,76.6,9.9,97.9,2.1,0,0,0,0,23.1,27.1,48.5,1.3,91.6,10.4,19.6,35846,46957,49945,90148,1122,3.7,31.2,63.7,0,0.4,0.1,0.9,99.8,13.2,4.9,4.9,14.3,0,,,8759695,6672,84.5,10.8,0,634764,8392701,8392701,6392,45.9,3848103,2931,62.5,5.8,16.8,0.9,2.6,0,1,0.6,9.8,0,4.8,3,12.2,27.5,11.4,GEORGE GERVIN ACADEMY,20,Met Standard,015 BEXAR,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
015803,1,50,65,-1,48,-1,,,,49,55,,45,29,45,95.1,2.7,,,8,0,87.5,-1,13.2,8,29.8,81.6,26.9,5.1,36.5,6.7,1.6,2,7.4,45.8,86.2,5.8,100,0,0,0,0,0,36.5,21.1,42.4,0,83.8,9,15.8,42750,47066,97747,131797,469,2.3,13.9,82.1,0.4,0,0.2,1.1,98.7,6.8,3.6,0,6.8,0,,,6639485,13690,57.6,24.1,0,2230086,5550969,5404172,11143,42.7,2305381,4753,42.3,8.8,44.1,0.4,0.9,0,0,0,3.6,0,18.3,7,4.1,16.7,29.5,HIGGS CARTER KING GIFTED & TALENTE,20,Improvement Required,015 BEXAR,Under 500,Charters,Non-taxing entities,Non-taxing entities
015805,3,64,-1,61,65,,-1,,,62,69,83,65,48,49,95.9,,,,,,,,,,43.6,78.8,44,5.4,55.3,9.4,4.2,5.1,6.3,19.6,77.7,8.6,95.6,0,0,0,4.4,0,9.2,21.3,62.6,6.9,62.2,39,15.5,47298,44840,94812,88855,675,3,1.6,95.3,0,0,0,0.1,84.9,11.3,8.1,0,10.8,0,,,6547627,10647,82.1,16.3,0,63807,6093616,5551515,9027,57.3,3183290,5176,58.2,15.5,25.2,1.1,0,0,0,0,0,0,1.7,17.5,6,10.7,8.4,NEW FRONTIERS CHARTER SCHOOL,20,Met Standard,015 BEXAR,500 to 999,Charters,Non-taxing entities,Non-taxing entities
015806,7,61,60,66,61,-1,84,,83,61,68,79,54,52,45,95.2,2.7,89.7,86.7,22,5.3,73.1,1222,18.6,26,94,186.3,44.9,6.3,50.5,12.9,1.8,1.1,9,24.8,79.9,6,77.3,4.5,3,7.4,7.9,0,42.3,21.9,33.6,2.1,55.1,20.4,11.9,35767,49141,64229,102874,1115,3.5,30.3,63.7,0.1,0.1,0.4,2,93.6,15.4,6.8,18.3,15.2,0,,,12896355,9318,84.3,14.9,0,1781938,12313122,11716394,8466,48.5,5684608,4107,50.9,10.6,25,2.7,1.7,0,1.3,0.2,7.7,0,0.8,16.7,4.3,14.6,15.9,SCHOOL OF EXCELLENCE IN EDUCATION,20,Met Standard,015 BEXAR,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
015807,5,46,40,60,46,,100,,-1,44,47,41,45,55,35,91.1,3.7,67.5,66.5,51,15.4,13.4,1314,-1,97,60,117.8,44.5,5.2,50.9,21.2,8.9,4.6,6.2,8.3,49.1,7.6,83.4,6.6,1.7,0,8.2,0,8.6,57.8,30.3,3.3,60.5,21.5,15,45333,56325,48918,113133,898,5.9,13.8,78.5,0,0.1,0.1,1.6,80.3,12.7,11.1,43.2,6.5,4.2,,,7393965,11793,70.4,17,0,2058251,8168573,7733820,12335,44.4,3430614,5471,42,13.7,30.6,1.2,7.2,1.2,0.3,1.6,2.2,0,12.6,22,10.3,11.3,12,SOUTHWEST PREPARATORY SCHOOL,20,Met Alternative Standard,015 BEXAR,500 to 999,Charters,Non-taxing entities,Non-taxing entities
015808,7,76,-1,79,76,,85,-1,,-1,90,-1,46,48,80,,,-1,-1,,,,,,,78.8,162.5,29.4,6.7,48.5,13.5,12,2.5,22.3,1.2,36.1,4.8,74.2,0,1.4,0,24.4,0,8.9,69.8,16.2,5.1,51.5,22.2,9.8,47270,55070,54751,104496,773,41,14.6,41,0.8,0.1,0,2.5,82.3,4,34.9,0,3.5,0,,,10760215,22005,72.8,24.9,0,2669204,9695580,9326283,19072,47.9,4464207,9129,1.7,72.3,25,0.1,0,0,0,0.9,0,0,2.3,18.8,12.3,3.5,17.6,JOHN H WOOD JR PUBLIC CHARTER DIST,20,Met Alternative Standard,015 BEXAR,500 to 999,Charters,Non-taxing entities,Non-taxing entities
015809,1,69,-1,87,68,,,,,69,73,,58,55,73,93.9,,,,,,,,,,30,46.5,57.7,3.8,64.5,10.8,4.3,0,19.4,1.1,64.6,9.3,76.8,0,3.3,9.9,10,0,13.3,43.3,40,3.3,76.8,3.3,14.4,32454,32113,40560,,432,4.6,2.1,92.8,0,0.2,0,0.2,85,20.1,11.8,0,19.2,0,,,4187201,8291,87.2,12,0,204400,4141704,4134962,8188,50.6,2090128,4139,58.2,13.4,16.8,2.6,0,0,1.4,0,7.6,0,0.7,13.7,13.2,14,8.5,BEXAR COUNTY ACADEMY,20,Met Standard,015 BEXAR,Under 500,Charters,Non-taxing entities,Non-taxing entities
015814,1,50,-1,-1,50,,,,,50,42,55,63,59,,84.1,21.1,24.1,37.8,17,,0,,,35,8,18,28.6,12.3,44.4,22.2,5.6,5.6,0,22.2,72.2,9.6,97.6,2.4,0,0,0,0,0,50,50,0,50,50,21.5,33151,39777,59825,105678,172,0.6,1.2,97.7,0,0,0,0.6,93,9.9,10.5,6.4,8.7,0,,,1981623,10829,63.1,16.8,0,430736,1570683,1439827,7868,41.6,598299,3269,73.6,2.6,23.8,0,0,0,0,0,0,0,20.1,21,21,7.6,8.9,POSITIVE SOLUTIONS CHARTER SCHOOL,20,Met Alternative Standard,015 BEXAR,Under 500,Charters,Non-taxing entities,Non-taxing entities
015815,5,53,52,57,53,,-1,-1,,48,61,71,34,41,40,94.7,0,88.9,73.1,21,0,32,1218,,25,38,63.7,56.8,5.3,59.7,9.5,3.1,4.7,11,12.1,74.9,9.1,75.1,8.3,0,8.6,7.9,0,23.7,21,55.2,0,67.2,28.9,15.2,40164,54219,51500,82442,579,9.8,9.3,71.3,0.2,6.6,0.2,2.6,67.2,23,6.2,38.3,22.5,0,,,4619771,8309,87.2,11.3,0,689322,4481905,4176194,7511,39.5,1647812,2964,41.1,15.5,31.1,2.3,5.7,0,0,0.8,3.6,0,1.5,14.5,9.9,20.6,15.5,RADIANCE ACADEMY OF LEARNING,20,Met Alternative Standard,015 BEXAR,500 to 999,Charters,Non-taxing entities,Non-taxing entities
015816,1,84,100,-1,84,,-1,,,92,81,75,95,100,,93.9,0,46.4,52.6,14,0,41.2,-1,17.2,17,12.9,26.9,30,2.3,47.9,26.1,14.9,7.4,3.7,0,77.7,8.2,46.8,53.2,0,0,0,0,23.3,31.1,45.6,0,100,38.9,17.2,3896,3115,4406,8500,221,9.5,14.9,73.3,1.4,0,0,0.9,36.7,1.8,4.5,100,3.2,0.5,,,2160548,11871,81.3,16.9,0,401856,2036300,1961853,10779,30.8,603252,3315,36.1,6.9,34.1,0,22.7,0,0.2,0,0,0,1.7,16.4,7.4,23,22.3,ACADEMY OF CAREERS AND TECHNOLOGIE,20,Met Alternative Standard,015 BEXAR,Under 500,Charters,Non-taxing entities,Non-taxing entities
